beta1,beta2,gammaH,gammaU,delta,ia0,e0,t1,is0
0.8071940909595626,0.5606414887708858,0.1313516064360822,0.1870201755885859,0.6951361054414328,6.482881549830904e-07,2.2467317002508194e-06,23.453053094592523,1.992591355603732e-06
1.0681116311721959,0.622416253259725,0.14008710759892568,0.15492572747571143,0.6075246208607464,7.115685868650386e-07,3.171333127157635e-07,24.97294071590604,4.5947655964316757e-07
0.8340406723438204,0.5576900995297375,0.13500791873463389,0.1386098937074317,0.6458011135950488,7.909308837884651e-07,1.0010290900971294e-06,28.581319979098566,2.2065973182072897e-06
0.8894539942698451,0.6103212238057526,0.1760532092644439,0.16643512381647527,0.6122861685271429,8.18272036121645e-07,1.768121882556012e-06,22.32182453966186,2.031280795398855e-06
1.0106740174157034,0.8244921394409834,0.15740198441398598,0.17755211772487908,0.4307308883334614,2.283289588584049e-06,4.3410836484954e-08,25.972832201908226,1.9576533407418705e-06
0.9756816086824982,0.6600449437719954,0.09204644079257816,0.1500717457627409,0.5212311333489472,1.0063099186162755e-06,4.1249243768135696e-07,28.538379957355634,1.708502212678931e-06
0.9040684189316267,0.7268573421362683,0.11127980825861208,0.1366592783492662,0.49401010430898296,1.5659528213215589e-06,1.3215279579596405e-06,25.50712965109528,2.7335042679953426e-06
0.9835399807124449,0.6367241871571621,0.07513065299723612,0.17182287382491765,0.5215349879533782,2.4738793246905594e-06,1.4816319979319417e-06,27.656389728578922,8.617939648539571e-07
1.0738291337426218,0.7268699667061078,0.1149635584046203,0.17144857353053738,0.45529844388074325,2.7708185546118894e-06,7.029892127667759e-07,27.34750909081632,6.882869824649993e-07
0.9102269130710364,0.5717025986365813,0.19026404923269422,0.13698382411623447,0.6080571162211276,2.4244435721716065e-06,2.0430504237168544e-07,27.94714774708248,1.132703156042301e-06
0.8438509357202535,0.5300527785054884,0.16097822610616555,0.17102742046060238,0.7199398821027471,2.1280156249126066e-06,4.426164279064908e-07,25.25140169838104,7.837776037067572e-07
0.7433834405535894,0.4678319061073625,0.14802083935950652,0.12463029124833247,0.8239439984771098,2.0115852724581892e-06,9.977125022441793e-07,28.404022355590786,5.768831849627296e-07
0.7965584184821655,0.5941467664871465,0.17495664764114302,0.17993283537874807,0.6552011721497076,7.701533770334608e-07,8.123561803001761e-07,27.350628960083114,2.6011323420271455e-06
1.127613896357279,0.6896890388244108,0.14417657188915498,0.12217248844067871,0.4767710493069199,1.9277408154796592e-07,2.9018545901447833e-06,27.468536156007815,4.195155938831556e-07
1.006466448536375,0.6771535000758765,0.10466016462729377,0.1313218488287478,0.47119423743329125,1.2272107916747335e-06,1.6930745115381873e-06,29.322908900666217,1.7128172832149277e-06
0.8677496902333669,0.5683289901076042,0.16193934908106383,0.1284580199967982,0.6719989124236695,1.7575690570361857e-06,7.496235516358723e-07,24.91889085426984,1.0396739097260435e-06
0.8043683376635055,0.5783800084659254,0.127423343317238,0.13490239891683753,0.6618503248776391,3.432176174422929e-07,3.0913898060022385e-06,26.46586039602525,1.8147094245433535e-06
0.7738412445925014,0.5466013530760144,0.15832219783025814,0.19499102916099412,0.6735890301891833,1.3890170371440522e-06,2.2058343019493252e-06,28.53913533640225,2.12535049080552e-06
0.9660145327367433,0.6499849509310397,0.12475460479289913,0.1668057502151626,0.5322607710701062,1.7064628771437466e-06,2.476283004429402e-06,27.59671411157288,7.077197397281353e-07
0.9113850431369717,0.6461900515938842,0.17197498268010622,0.17583689964181398,0.5600325250798565,1.129221837328125e-06,1.3319058296431879e-06,27.45938926455072,1.6466592029444806e-06
0.9814250937357287,0.6898744029394692,0.1797594131592879,0.15568339510131948,0.485281638772028,3.1988107282328033e-06,3.373254157872963e-06,29.140500448614603,1.196646819731934e-07
1.2077547739141117,0.6877530007905575,0.1386715431586185,0.14612449962926524,0.4774101531417189,1.32585817107988e-06,1.3430517624200924e-06,26.170012224713066,9.562830437568045e-08
0.983375044119455,0.6560288745533283,0.14686182918766888,0.14919816382712875,0.5042057240768897,2.9618880083577538e-06,1.3849094001896463e-06,28.442341470869934,7.9769579999532e-07
1.0696387846928417,0.7704897233395198,0.1889441709782627,0.16484242991898776,0.43650660120935186,6.736997418406362e-07,1.1956510228753476e-06,27.03558815287026,1.6366778380129806e-06
0.8646495470910288,0.5979594535586064,0.13715416136075584,0.1376634582466014,0.6209295882513135,1.071684437561842e-06,1.791241764478879e-06,26.737096514899573,1.4945402582232472e-06
0.9795626559918764,0.7419600124523538,0.18463484168494398,0.1752554203139552,0.44008388806357024,1.700524047942196e-06,7.88333806450706e-07,28.486136447010924,2.632915327576986e-06
0.7873748714487762,0.5774412815996767,0.1648898996344268,0.12263109148873372,0.667287762818155,2.469095010008384e-06,1.2771986524557196e-06,26.320540799854683,1.666257040022262e-06
0.852867442423621,0.5509832242046296,0.1165051976269989,0.18150429967132992,0.7052724668502761,9.346492370216376e-07,1.7860748752452876e-06,23.975982722947766,1.0482869936212495e-06
1.1022521931368279,0.7290188623486812,0.10467234653465843,0.1763598989068988,0.4549738980383538,1.0966754090508854e-06,4.2972725602520624e-07,21.41396309842499,2.2500774092955056e-06
0.8660897512444979,0.6617006131964737,0.12445726985518053,0.1566986998700869,0.5655033960587021,1.6093099500955062e-07,1.2927269960755272e-06,25.517145291713977,2.908904863199669e-06
0.7233302390980886,0.5245826572459686,0.16371886093537533,0.19823072566035743,0.778512630824852,1.7970864583394128e-06,1.0690091680741303e-06,28.3648393074138,1.38449454272665e-06
0.8715929689702678,0.5645951932680109,0.14701496108151252,0.14702870037701415,0.6769480074589559,1.3406826226942113e-06,1.7487508273922317e-06,25.588798518626763,6.589459109066566e-07
0.8154247285101727,0.5425370772459717,0.14019233768469738,0.15769548687676754,0.6595454462481081,6.216723110689827e-07,1.820817436316366e-06,29.34920964649489,1.886828620746907e-06
0.6699788951355536,0.4846814825441808,0.14723461758470646,0.17048869883133658,0.8544663483494256,4.295164999786498e-07,1.6246531248672695e-06,28.275491771973005,2.2668202231782647e-06
0.9982065563140923,0.7489197852489966,0.15057631989732412,0.10190876609853633,0.4422210994300364,1.8092083005349428e-06,1.7978954318044154e-06,26.018562212561054,2.127414374931963e-06
0.6451804661630289,0.4693914627696862,0.14292187870293688,0.10944180561459069,0.8531881532579044,1.8413675656588464e-06,1.4287450636433868e-06,28.72396028282572,2.412953780480449e-06
0.8620319416932244,0.5705842928157503,0.14097786593940373,0.14820889720579433,0.6209007827703412,5.15497273020655e-07,1.2168430978922799e-06,29.10699717861031,1.879572507329188e-06
0.6824500421518079,0.4771628686195172,0.11561058563864032,0.15684739575163048,0.8779882608483962,3.057402461170414e-06,8.19086268212685e-07,26.299355445601165,3.133644355264065e-07
0.7150911064060843,0.549471886879958,0.1380972844680059,0.1219506891025156,0.7250768053014994,2.7484467103363916e-06,3.0654025842160243e-06,29.440787893285087,6.904814488971045e-07
0.9459617268874543,0.6623490311290567,0.16161843519166377,0.1625807444611589,0.5230484446892216,7.340255806302364e-07,2.0857599255652973e-06,28.41549611812097,1.6544276864728306e-06
0.8952630870135845,0.5992370310516041,0.1432797760553846,0.13807174434255776,0.6150105418936564,2.0346349448189154e-06,1.1069371067647014e-06,25.012375991468513,1.1211022295408912e-06
0.780597289527472,0.5603266168569989,0.13199714303089452,0.16566343470065,0.6752045123909028,3.1279579746124677e-06,1.1194059073935874e-06,29.66851522963185,8.328499384969118e-07
0.720534247057915,0.531139294399661,0.13661959305719554,0.15150041723148452,0.7953627871967718,7.320597960740247e-07,1.7746862702673233e-06,27.37504879234833,1.5074524058545226e-06
1.0859971431631836,0.7662381513056381,0.14941142977249322,0.1512790525546271,0.4212703349908012,1.3233875320395223e-06,2.4127610467628725e-06,25.61638178760913,1.3046591609820712e-06
1.0744123913046475,0.7622331046655106,0.14544952899169802,0.1871940427541466,0.46128717807719066,8.629119551843831e-07,2.922113392722401e-06,25.48324760040734,5.960110318594459e-07
0.8562315045121395,0.5607925987443616,0.17948130858517336,0.16254135443364356,0.6440717552421331,1.2961528935978584e-06,1.6576681889176158e-06,27.567066886504225,1.2818179701340327e-06
0.8470267946237408,0.4448629520267833,0.16323586154099498,0.1189008179471098,0.8515375809947169,4.0087949520705603e-07,1.330729201990124e-06,26.256701984967496,3.897432982232076e-07
1.017398779057321,0.7420912819829613,0.10299716734193926,0.11286328414953205,0.4637522783485469,7.827660551595918e-07,1.7192186217902814e-06,29.017229139114,1.3782052421087863e-06
0.940963659406158,0.6553967352594495,0.16721511825818267,0.17344688553646262,0.5068300659174955,1.8771146149246757e-06,1.8916318707511353e-06,28.54185495158655,1.7644883315174386e-06
0.9011277284064539,0.6488598478037548,0.12626730767473773,0.16007060507114568,0.5567354049258127,1.2752883813304949e-06,2.673481268821402e-08,27.518478026976517,2.391381712158666e-06
0.8498044512123853,0.5757211051629078,0.15035983799160166,0.12064460823977564,0.6351036302412697,1.2664884728784013e-06,1.3121221599123605e-06,27.755137410225018,1.5632251975009742e-06
0.8288178787596008,0.5585409735864675,0.14310967834365876,0.14335871376260492,0.6546313478990419,5.294874289233111e-07,2.575916775731017e-07,26.827233343439133,2.8749712220670405e-06
1.12098835423033,0.6947152864386256,0.13404002735605292,0.19058102338573168,0.48657933849655854,2.5801086591563994e-06,2.3492102446233652e-07,21.317661008662995,1.0090190760628367e-06
1.1106900490385077,0.7966811726974697,0.15715917157459758,0.15213159192819695,0.4088112838899472,1.2091204107752002e-06,3.91527777426273e-07,25.199788686718897,1.9868796259109785e-06
0.8534138902351538,0.6190950675633997,0.1517563254129854,0.15935490054122423,0.604016662618593,2.994791710363852e-06,2.092127270342827e-06,26.16221184430476,6.229249434914487e-07
0.7047356461955088,0.5013611894376754,0.1440659408934515,0.19564284364407816,0.7648847697186977,1.080419811174531e-06,4.938108021605842e-07,28.750869802192447,3.274043726523579e-06
0.7499724118801699,0.4616653374347491,0.1411028664004538,0.11827308842554236,0.8457653360173844,1.0226632103502286e-06,4.503693090007487e-07,23.75937884096737,2.113290288166042e-06
0.9456484713580632,0.6117860446274906,0.17058133263774308,0.15434313397880825,0.5763636535712321,5.3161567369077455e-08,2.52401148138754e-07,27.43608228534404,2.1631219043720596e-06
1.1035276875815139,0.7605548878234891,0.08385263872309034,0.14904938792273462,0.41695931581456147,2.7717665849399713e-07,2.5779630626711484e-06,26.902712195128096,1.4533122884181868e-06
1.0500310164090456,0.7653568224160749,0.16203103173647015,0.13504732941083364,0.4173872604202025,2.0921415974104377e-06,1.4664469099914778e-06,26.710633432792484,1.962060843001253e-06
0.9224366559957814,0.5911365266973175,0.11343899136149499,0.1686794024963917,0.6001197906598147,1.902542052029567e-06,1.7033115981391645e-06,28.568649646126154,3.7695613904508977e-07
0.894927386601122,0.6097865047311267,0.15803269234790174,0.1537450599108163,0.5949876683676251,1.3447494152942853e-06,9.621236475239036e-07,28.839356221228932,1.3186208823875789e-06
0.9048663974680564,0.6099068783429846,0.1986672070416653,0.14779244410688705,0.602983209877028,2.579612678754283e-06,9.263340684257182e-07,28.942500437403623,4.155737105851071e-07
0.8633659725190443,0.593543515573968,0.15421677166446232,0.16280550552689665,0.6356411871114342,8.637228989630434e-07,2.5102928064989366e-06,22.402910428658746,1.7879621981012255e-06
1.2225452096644298,0.883034068736185,0.1394767730502833,0.14641147264814044,0.3331340530204226,2.6051560817544225e-06,2.7102941634008145e-06,28.864619081521987,6.454280501523316e-07
0.7999929988318962,0.5326623706264856,0.14281840699598466,0.1785257511787566,0.7180499261553249,2.396254408632516e-06,6.155516782729605e-07,27.492328776431407,8.863673505813725e-07
1.1563804233176318,0.7960072051010946,0.19868154382605566,0.19712906584223933,0.38288556140846164,1.376653105915468e-06,6.205528820063881e-07,26.48522131518119,1.8336563976414695e-06
0.7918393937263244,0.5848104021125682,0.14432516436054413,0.17824758765159784,0.6524116153830066,1.7495872403660716e-06,1.9231782270276624e-06,27.646277834898576,1.6594078376539117e-06
0.7877553394014172,0.6156793808294527,0.12897582813851807,0.12990682643759943,0.6009733015039738,2.9707756022819915e-06,1.869093852780672e-06,28.375525022288564,2.346795124069703e-06
0.7692964732638939,0.5610047975980672,0.13601848834697458,0.11843476981148762,0.7042322726408922,2.2385030346004697e-06,1.570827277768125e-07,25.274711848363182,2.1144663687123545e-06
0.8274785508737,0.5339846045710794,0.15875449708135464,0.17125102934966957,0.7055265716689112,9.037100954717501e-07,4.7213378992076406e-07,28.282053830740484,1.5219077947130157e-06
0.9555062809215005,0.5365706885759713,0.19299056542277512,0.14330985937470386,0.7440469258326886,7.426099599837966e-07,6.776002663377348e-07,22.12710048648781,5.780000648727455e-07
0.8506519165568833,0.5988614628923737,0.16600553590498213,0.1958296270201655,0.6034911466686669,1.8789946757708415e-06,2.348103039903355e-06,28.9774415610368,1.1464077737056922e-06
0.9014619163595357,0.6418246283843774,0.14809960094153393,0.16910847293997788,0.5832018622776839,9.369274825679337e-07,2.4780801630346273e-06,21.257686028292348,1.9312300408105584e-06
1.0611347888465672,0.7428955509696638,0.19512810442267264,0.1700180245157839,0.4245291367158322,1.1663393301231212e-06,1.8862154030169927e-06,26.178545290907472,1.9918198589881478e-06
0.9545450852195657,0.636548021372238,0.11888427728192462,0.15602736422841226,0.5548940798761705,1.0685192802257466e-06,4.283638947122727e-07,26.944912996629913,1.6999184158641466e-06
0.7565697940517323,0.5312127781199262,0.1257527647678156,0.19762172928562066,0.7151922471840549,1.6736673521348806e-06,1.5492939261271125e-06,26.65848378181877,1.9877432135950004e-06
1.0624655254836632,0.699581654168272,0.12277789403730004,0.11951658311252955,0.4691684409448447,2.8258522941104703e-07,1.8613699594549199e-06,28.06034722674241,1.2579257611576642e-06
1.0480522369391667,0.7346460076817625,0.194871529582289,0.14986121687005044,0.4616054651698171,2.5145077388199026e-06,1.0984644336706303e-06,25.37297174693803,1.1087266967592394e-06
0.9428672200534174,0.6340092405885397,0.1310061368832941,0.13826837896604466,0.5231247163758034,1.5154419446876633e-06,2.3689539330203468e-06,28.407245818991306,1.4529049365460269e-06
0.8206002445648586,0.5545825938762994,0.09391922887116219,0.12296800523234903,0.66933197491875,8.54141722642114e-07,1.6843954269122838e-06,25.676293331077506,2.101373609789179e-06
1.2411175452333936,0.7219106528838254,0.1599417316596513,0.09817770633446452,0.45691231167628044,1.7551220262487388e-06,6.195716340834922e-08,26.54259084717113,2.732160637637816e-07
0.7957270713505065,0.5811791734839291,0.17108532753033512,0.1664712094293891,0.6383705870679618,2.008313667331097e-06,2.97670879018199e-06,28.92945162021193,1.1442329300839145e-06
0.8963717355442179,0.6270246842910557,0.10402647881563147,0.17132135756375513,0.5720705796406429,3.2574833036328766e-07,1.2425045232255945e-06,26.708955003817145,2.3825475210357503e-06
1.3278338104105916,0.9573978515848733,0.18119579677903075,0.10961720831216364,0.2911414697368902,2.0102759612292024e-06,1.2266930910062906e-06,27.92669504342401,1.073123245049662e-06
0.9243830824432131,0.6540260683181239,0.13289572252707382,0.1320814552177021,0.5330314433214226,1.1555159935751308e-06,9.53897989799521e-07,29.36465806288551,1.8909489479978613e-06
0.7579035794140271,0.5335491367724391,0.08780910030498751,0.1394655101426073,0.7256644063057754,7.287357042622325e-07,3.118626610853185e-06,25.918341532403304,1.8232436570522984e-06
1.1879297448357806,0.7353501191435476,0.1316719411136977,0.17695989268812495,0.4400578845602553,3.3099720651456993e-06,6.25331589236937e-07,24.113821935967746,2.8039385228250924e-07
1.3898402224565127,0.8920118587170829,0.1432464849169951,0.14818350138035913,0.3063341950890261,1.728008465907171e-06,4.3310348385981993e-07,26.582291439046617,1.0255002465943196e-06
1.0604839187633677,0.6921912743670536,0.09916321852450462,0.1938526787116772,0.47458718392435734,1.607598785365771e-06,1.1888569036339514e-07,29.396601764076934,1.1823689959026764e-06
0.8922553848934764,0.5876388094124548,0.15002464897844978,0.13266139858106124,0.635629086956761,1.0359845901879423e-06,1.2816657408443355e-06,26.377556210278822,1.1340168910705733e-06
0.9617277550507789,0.5605762386010599,0.18977864633146713,0.15404345471327943,0.6324951631999414,6.809752629716592e-07,8.538485137668734e-07,26.8491654868143,8.90447104082746e-07
0.973539292851345,0.5955359947627906,0.16832404517345112,0.12225606525322688,0.579652138444642,5.904240053076085e-08,1.1918762801843734e-07,29.22107288252736,1.6377120744853897e-06
0.9891880184562272,0.6002818484476273,0.11058823193254383,0.1420331404155396,0.6045438841680796,1.093941582001934e-06,1.7156741788285408e-06,26.2949774994541,3.219098066587718e-07
0.7592626071708785,0.5607969071296202,0.15337503098318372,0.15567769292398245,0.7241857854177537,1.5617284558645634e-06,3.831835284149642e-07,28.12218789977585,1.7249364632759896e-06
0.9738411294433089,0.7132853950004531,0.15250669685389784,0.17805747482792975,0.4859299097155391,1.1916612248934433e-06,1.7991884483402348e-06,27.178558062679812,1.6624672618023635e-06
0.9732836123934697,0.6341319363037171,0.11794749287625068,0.13921672856945946,0.5527449298815276,1.8033659560125006e-06,1.682223823738033e-06,27.558466553652217,5.945670400086872e-07
1.0493899142669756,0.6836390163379769,0.14180925692356497,0.19904134208850816,0.5026297942840128,7.956578761739062e-07,1.8281211957859204e-06,27.617844655038766,7.504538167055607e-07
0.8509707310078346,0.6054420289898094,0.11885059415262762,0.14215467560939413,0.6086069666055063,1.3596501739551439e-06,1.5276375883075392e-06,25.319502322194975,2.1632291338435364e-06
1.1005821582298985,0.7545612165391847,0.17208209297157917,0.15910445327389336,0.4443847220167052,2.91979329626248e-06,1.6736022139499812e-06,26.925712517924744,2.2097777987684094e-07
